timestamp,ax,ay,az,gx,gy,gz,alt,temp
1765523785000,0.37,0.93,0.36,0.88,0.25,0.27,61.90,27.70
1765523785000,-0.20,-0.59,0.34,-0.30,0.22,-0.19,9.10,33.50
1765523785000,-0.92,-0.65,-0.05,0.50,0.95,0.84,77.10,32.20
1765523785000,0.40,-0.01,-0.27,-0.85,0.66,0.06,1.30,25.30
1765523785000,-0.01,0.01,-0.57,-0.76,0.81,-0.85,80.40,31.10
1765523785000,-0.92,0.38,-0.17,0.30,0.72,0.74,51.50,33.00
1765523786000,0.61,-0.89,-0.18,0.09,0.95,-0.94,13.30,33.70
1765523786000,-0.43,0.59,-0.46,-0.77,-0.35,-0.33,27.80,31.40
1765523786000,0.68,-0.26,0.41,0.01,-0.59,0.45,36.30,29.90
1765523786000,-0.65,0.98,0.79,-0.93,0.73,-0.05,34.00,33.60
1765523786000,-0.42,-0.78,0.95,-0.95,0.80,-0.19,29.20,28.70
1765523786000,-0.60,0.46,-0.88,0.05,0.65,-0.09,2.10,33.50
1765523786000,0.17,0.14,0.87,0.58,-0.41,0.02,80.70,34.50
1765523786000,0.00,0.86,-0.46,-0.75,-0.67,0.94,11.20,34.10
1765523786000,0.69,-0.41,-0.04,0.01,0.40,0.40,93.90,28.20
1765523786000,-0.62,0.51,0.89,-0.97,-0.58,0.63,68.90,30.90
1765523786000,-0.23,-0.72,-0.31,0.37,0.30,-0.24,18.40,28.00
1765523786000,-0.37,-0.62,-0.44,-0.04,0.85,0.20,74.00,25.60
1765523786000,0.31,0.88,-0.93,-0.28,0.29,0.46,75.60,26.90
1765523786000,-0.50,0.46,0.23,-0.08,0.09,0.64,80.40,33.60
1765523786000,0.92,-0.75,-0.25,0.22,0.02,-0.41,70.40,26.70
1765523786000,-0.50,0.12,-0.87,0.87,-0.68,0.05,9.30,31.40
1765523786000,-0.06,0.00,0.88,0.75,0.99,0.44,9.40,29.90
1765523786000,-0.58,-0.83,-0.07,0.03,0.33,-0.51,24.20,32.70
1765523786000,-0.25,0.17,0.99,0.29,0.29,-0.44,64.60,32.90
1765523786000,0.68,-0.89,0.66,0.53,0.17,-0.89,66.90,26.10
1765523787000,-0.37,-0.43,0.38,-0.86,0.53,-0.68,86.30,29.80
1765523787000,-0.98,0.09,-0.49,0.35,0.10,-0.07,61.30,28.70
1765523787000,0.63,0.64,-0.34,-0.08,0.72,0.12,2.30,29.10
1765523787000,0.24,0.41,-0.54,-0.59,0.52,0.15,80.40,31.70
1765523787000,0.24,0.42,0.82,-0.23,0.74,0.97,37.70,27.80
1765523787000,0.06,-0.71,-0.36,0.69,-0.26,-0.71,70.60,28.70
1765523787000,0.45,0.73,-0.19,0.18,-0.15,0.04,25.90,25.90
1765523787000,-0.55,0.05,-0.98,0.49,0.72,-0.94,31.70,34.60
1765523787000,0.00,-0.01,0.25,-0.25,-0.04,0.03,0.30,30.50
1765523787000,-0.16,-0.81,0.24,0.58,-0.52,-0.70,14.80,34.40
1765523787000,0.55,-0.71,-0.36,-0.59,0.34,0.23,20.20,32.90
1765523787000,0.80,-0.95,-0.19,0.52,-0.89,0.98,0.00,26.20
1765523787000,-0.03,0.25,0.39,0.45,-0.72,-0.06,10.00,26.20
1765523787000,-0.34,0.76,-0.77,0.14,0.59,0.71,26.00,26.40
1765523787000,-1.00,0.24,0.07,-0.14,0.99,0.10,61.80,28.10
1765523787000,-0.33,-0.01,-0.65,-0.70,-0.03,-0.65,29.40,29.60
1765523787000,0.61,-0.67,-0.09,0.41,-0.20,0.44,25.40,29.60
1765523787000,-0.28,-0.23,-0.88,0.83,-1.00,-0.75,9.80,25.00
1765523787000,0.01,0.57,-0.13,0.01,-0.81,-0.43,98.40,33.60
1765523787000,0.56,0.72,0.17,-0.47,0.59,-0.89,55.10,32.20
1765523788000,0.97,-0.58,-0.86,-0.23,0.38,-0.80,97.50,26.10
1765523788000,-0.51,0.87,0.94,-0.51,-0.88,-0.56,20.10,26.40
1765523788000,0.54,-0.60,0.67,0.73,-0.03,0.03,41.20,30.30
1765523788000,-0.25,-0.19,-0.42,0.87,-0.56,-0.91,25.90,34.30
1765523788000,-0.96,-0.27,-0.78,0.42,-0.55,0.97,30.50,34.40
1765523788000,0.37,-0.48,0.43,0.01,-0.52,0.45,96.70,25.20
1765523788000,0.85,0.34,0.28,-0.17,0.90,-0.08,68.80,26.70
1765523788000,0.73,0.47,-0.96,0.69,0.08,-0.84,36.30,26.20
1765523788000,-0.11,0.85,-0.93,0.35,0.35,0.12,62.90,32.20
1765523788000,0.16,0.25,0.73,0.65,-0.30,0.41,76.70,25.70
1765523788000,-0.73,-0.53,-0.58,0.69,0.39,0.31,38.70,31.40
1765523788000,-0.70,0.43,0.86,0.38,0.59,0.49,80.30,25.10
1765523788000,-0.14,-0.90,-0.12,-0.79,0.22,-0.31,24.50,28.90
1765523788000,0.94,-0.81,0.56,-0.84,0.12,0.23,82.40,28.90
1765523788000,0.23,-0.82,-0.39,-0.86,0.49,-0.52,23.10,32.90
1765523788000,0.43,-0.83,-0.30,0.03,0.18,-0.27,5.60,25.40
1765523788000,-0.17,0.44,0.78,0.57,-0.87,-0.77,54.80,25.80
1765523788000,0.94,0.04,0.76,-0.42,0.80,-1.00,19.80,25.30
1765523788000,-0.81,-0.41,-0.31,0.20,-0.41,0.00,45.20,30.40
1765523788000,0.17,0.22,-0.43,-0.65,0.95,0.13,99.20,32.80
1765523789000,-0.91,0.70,0.87,-0.77,0.45,0.36,23.10,34.20
1765523789000,-0.60,0.59,0.50,0.72,0.12,0.00,87.50,33.30
1765523789000,0.11,0.45,-0.97,0.22,-0.55,-0.45,7.70,26.50
1765523789000,0.29,0.34,0.50,0.24,-1.00,-0.06,35.40,25.90
1765523789000,-0.84,0.42,0.84,0.62,-0.70,0.67,20.60,27.20
1765523789000,0.27,0.56,0.95,-0.61,-0.91,-0.30,92.20,27.00
1765523789000,0.67,0.25,-0.57,0.65,0.33,0.20,8.00,31.20
1765523789000,-0.94,0.82,0.87,0.58,-0.71,-0.07,72.00,29.50
1765523789000,0.87,0.04,0.59,-0.83,-0.28,0.65,44.00,34.90
1765523789000,-0.26,-0.65,-0.62,-0.17,-0.43,0.60,80.30,32.70
1765523789000,-0.63,0.98,0.42,0.70,-0.30,0.74,58.50,32.70
1765523789000,0.08,0.24,0.87,0.37,-0.83,0.07,18.30,30.70
1765523789000,-0.88,0.42,0.74,-0.16,-0.40,0.66,23.50,28.40
1765523789000,0.53,-0.75,-0.83,0.63,0.85,0.72,14.00,32.40
1765523789000,0.23,-0.66,-0.03,0.93,0.60,-0.18,47.00,31.80
1765523789000,-0.94,-0.90,0.58,0.75,0.17,-0.07,33.20,33.10
1765523789000,-0.65,-0.41,0.17,-0.53,-0.75,0.52,98.10,28.10
1765523789000,0.77,0.50,-0.06,0.14,-0.25,-0.66,8.90,34.80
1765523789000,-0.32,0.38,0.91,0.80,-0.80,-0.86,24.80,32.80
1765523790000,-0.76,0.58,0.53,0.41,-0.49,-0.14,62.30,28.90
1765523790000,0.45,-0.08,-0.14,0.22,-0.55,-0.80,85.30,32.40
1765523790000,0.22,0.47,-0.11,0.97,0.33,0.30,79.50,30.30
1765523790000,-0.32,0.39,0.33,-0.60,0.53,0.34,41.80,27.90
1765523790000,-0.08,0.71,-0.78,-0.04,-0.91,0.97,13.50,25.60
1765523790000,-0.10,0.73,-0.71,0.35,0.93,-0.66,10.90,26.60
1765523790000,0.34,0.50,-0.35,-0.33,-0.68,-0.39,57.30,25.00
1765523790000,0.52,0.06,0.40,0.05,0.92,0.58,18.60,28.70
1765523790000,-0.18,-0.92,0.33,-0.09,-0.94,-0.80,39.80,34.60
1765523790000,0.93,0.79,0.83,0.39,-0.87,-0.56,85.50,29.70
1765523790000,0.47,-0.28,0.67,0.79,-0.15,0.40,68.00,28.70
1765523790000,0.98,0.72,-0.06,0.43,-0.17,-0.20,18.00,31.50
1765523790000,-0.59,-0.35,-0.44,-0.53,-0.15,-0.46,89.50,32.80
1765523790000,-0.67,-0.70,-0.83,0.99,-0.26,-0.76,94.60,32.30
1765523790000,-0.03,-0.35,0.53,0.82,0.57,-0.67,17.20,25.80
1765523790000,0.57,-0.34,-0.49,-0.60,-0.01,-0.69,60.50,29.00
1765523790000,-0.04,-0.38,0.87,0.33,-0.32,-0.66,1.10,25.20
1765523790000,-0.36,0.81,0.01,-0.10,0.57,0.99,46.40,30.40
1765523790000,-0.83,0.69,0.89,0.74,0.54,0.13,68.20,26.10
1765523790000,0.79,-0.15,0.52,-0.22,-0.32,0.09,41.80,26.60
1765523791000,0.23,0.57,-0.51,0.92,0.43,-0.39,44.60,30.90
1765523791000,0.94,-0.01,-0.50,0.51,-0.02,-0.34,15.80,31.70
1765523791000,0.87,-0.01,-0.58,0.41,-0.88,-0.24,45.20,34.10
1765523791000,0.62,0.56,-0.78,-0.70,-0.82,0.92,94.70,29.10
1765523791000,0.02,0.48,0.33,-0.55,0.61,0.31,0.50,30.50
1765523791000,-0.70,-0.93,0.07,0.29,-0.75,-0.35,74.80,26.20
1765523791000,0.64,0.90,0.53,0.28,-0.81,0.57,71.90,33.10
1765523791000,0.14,-0.07,0.63,0.32,-0.14,-0.38,22.50,33.80
1765523791000,-0.89,0.59,0.85,0.72,-0.10,0.90,72.80,32.30
1765523791000,0.97,0.87,0.54,0.74,-0.96,0.02,98.60,27.00
1765523791000,-0.07,-0.09,-0.52,0.12,-0.51,0.67,4.50,26.50
1765523791000,-0.87,-0.92,0.99,-0.49,-0.77,-0.76,39.10,28.40
1765523791000,0.35,0.76,0.58,0.78,0.67,-0.62,85.10,26.60
1765523791000,-0.75,-0.95,-0.57,0.81,0.07,-0.71,90.10,30.20
1765523791000,-0.27,0.49,-0.84,0.22,0.17,-0.39,58.90,33.20
1765523791000,-0.78,0.88,0.33,-0.55,0.64,0.24,23.10,25.00
1765523791000,0.00,0.89,-0.70,-0.81,0.80,-0.19,28.80,25.50
1765523791000,-0.62,0.31,0.39,-0.03,0.12,-0.60,65.00,33.50
1765523791000,0.90,-0.34,-0.41,-0.41,-0.20,-0.52,14.10,25.20
1765523791000,0.88,-0.26,-0.01,0.53,0.50,0.30,60.50,25.20
1765523792000,-0.29,-0.65,-0.78,-0.49,-0.32,-0.38,20.90,25.60
1765523792000,0.45,0.48,-0.97,-0.43,0.88,-0.95,79.50,28.00
1765523792000,-0.76,-0.94,0.89,0.04,-0.45,0.30,75.80,34.50
1765523792000,0.56,-0.43,0.00,-0.42,0.39,0.05,86.10,31.20
1765523792000,-0.08,-0.65,0.66,0.12,-0.03,0.27,77.00,34.40
1765523792000,-0.73,0.26,-0.49,0.67,0.31,0.98,49.80,30.50
1765523792000,-0.95,-0.13,-0.89,-0.88,0.70,0.69,60.70,32.80
1765523792000,0.78,0.08,0.37,-0.31,0.65,0.50,98.40,26.00
1765523792000,0.85,0.50,0.22,-0.66,-0.71,-0.07,2.80,30.60
1765523792000,-0.81,-0.69,-0.77,0.02,-0.70,-0.27,81.00,28.50
1765523792000,0.61,-0.79,0.99,-0.17,0.43,-0.94,56.10,32.30
1765523792000,-0.34,-0.50,0.43,0.84,-1.00,-0.21,79.40,33.50
1765523792000,-0.71,-0.32,0.71,-0.90,0.13,0.51,6.60,33.40
1765523792000,0.83,-0.59,0.87,0.65,0.15,0.97,40.00,27.80
1765523792000,0.70,0.99,-0.37,0.13,0.57,-0.76,38.70,32.60
1765523792000,-0.25,-0.18,0.60,-0.73,0.61,0.06,61.30,29.20
1765523792000,0.74,0.36,0.52,-0.60,-0.12,0.70,92.40,32.10
1765523792000,0.63,0.11,-0.64,-0.70,-0.40,0.88,25.80,28.10
1765523792000,0.39,-0.27,0.44,-0.52,-0.02,0.31,42.40,27.50
1765523792000,0.65,0.36,0.52,0.26,-0.58,0.17,46.80,31.90
1765523793000,-0.94,0.72,-0.91,-0.06,0.42,0.33,71.70,30.80
1765523793000,-0.55,0.05,-0.12,0.05,-0.55,-0.01,48.80,28.60
1765523793000,0.72,-0.67,0.36,-0.30,0.16,0.61,74.70,33.20
1765523793000,-0.51,-0.48,-0.92,-0.08,0.21,-0.71,46.10,27.70
1765523793000,0.53,-0.30,0.73,-0.52,0.55,-0.58,70.60,25.00
1765523793000,0.47,0.94,-0.42,0.44,-0.07,0.46,68.00,31.60
1765523793000,0.31,-0.83,-0.12,-0.52,0.30,0.88,88.20,32.90
1765523793000,0.92,-0.58,-0.77,0.13,-0.77,-0.16,99.30,32.70
1765523793000,0.06,0.66,-0.75,-0.38,-0.91,0.31,21.40,25.80
1765523793000,-0.23,-0.76,-0.47,0.23,0.23,-0.15,14.10,30.40
1765523793000,-0.46,-0.71,-0.46,0.84,0.69,0.36,11.60,31.10
1765523793000,0.31,0.39,-0.73,0.54,0.76,-0.80,53.10,28.40
1765523793000,0.38,0.08,-0.52,0.47,-0.61,-0.37,0.80,31.90
1765523793000,-0.61,-0.39,0.92,0.62,0.46,0.33,36.90,30.30
1765523793000,0.14,0.75,-0.11,-0.64,-0.36,-0.95,79.70,34.50
1765523793000,-0.03,-0.76,0.49,-0.75,0.96,-0.19,85.90,28.50
1765523793000,0.89,0.08,-0.66,0.81,0.23,-0.58,60.20,26.40
1765523793000,0.03,0.94,-0.71,-0.98,-0.21,0.98,10.70,29.50
1765523793000,0.73,0.96,0.81,-0.63,-0.98,0.79,78.40,30.10
1765523793000,0.55,0.34,-0.24,0.52,0.67,-0.13,23.90,30.60
1765523794000,0.47,-0.27,-0.11,-0.78,0.16,-0.09,33.70,32.10
1765523794000,-0.63,0.66,0.25,0.16,0.16,-0.68,66.20,29.10
1765523794000,0.81,0.95,-0.69,0.83,0.74,-0.85,98.60,33.20
1765523794000,0.49,-0.86,0.86,0.16,-0.47,-0.75,22.50,25.10
1765523794000,-0.50,0.14,0.75,0.18,0.58,-0.36,29.00,34.50
1765523794000,-0.70,0.67,-0.36,-0.02,0.52,-0.22,14.00,28.30
1765523794000,-0.27,0.71,-0.32,-1.00,0.86,-0.94,83.40,33.80
1765523794000,-0.80,-0.80,-0.96,-0.27,0.97,0.81,62.60,34.90
1765523794000,-0.52,0.54,0.18,-0.94,-0.82,0.60,35.30,29.90
1765523794000,-0.21,-0.83,0.47,-0.69,-0.53,-0.61,91.60,32.30
1765523794000,-0.90,0.84,-0.75,0.49,0.42,-0.41,23.70,31.20
1765523794000,-0.69,0.93,0.88,-0.72,0.75,0.66,57.90,27.30
1765523794000,0.20,-0.03,0.81,0.39,-0.43,0.34,34.00,28.70
1765523794000,0.04,-0.13,0.20,0.51,0.27,-0.63,77.60,33.90
1765523794000,0.73,-0.99,-0.62,0.16,-0.40,-0.73,63.00,34.10
1765523794000,-0.79,0.70,-0.29,0.48,0.37,-0.49,17.10,30.70
1765523794000,0.00,0.52,0.96,0.10,-0.62,0.36,99.90,29.20
1765523794000,0.76,0.19,-0.54,-0.45,0.08,-0.78,74.40,28.40
1765523794000,0.76,0.35,0.02,-0.64,0.62,0.32,88.00,33.30
1765523794000,0.03,0.03,-0.17,0.92,0.54,-0.46,24.90,25.70
1765523795000,0.58,0.98,0.17,0.97,-0.14,0.16,89.10,26.40
1765523795000,-0.65,0.37,-0.31,-0.04,0.12,0.66,13.00,33.80
1765523795000,0.01,0.84,-0.24,-0.85,-0.32,0.56,55.10,32.10
1765523795000,-0.40,-0.66,0.15,0.66,-0.59,0.65,57.30,34.90
1765523795000,0.15,-0.58,0.48,0.53,0.58,-0.60,56.80,29.60
1765523795000,0.29,-0.63,-0.58,0.93,0.55,0.24,48.10,25.80
1765523795000,-0.40,0.10,-0.76,0.28,-0.82,0.75,65.20,28.00
1765523795000,-0.91,0.67,0.97,-0.50,-0.16,0.22,60.20,34.90
1765523795000,0.65,0.02,0.53,-0.25,0.42,0.21,2.10,27.40
1765523795000,0.10,-0.85,-0.83,-0.82,-0.09,-0.49,82.60,30.10
1765523795000,0.61,-0.50,-0.20,0.79,0.77,0.32,1.00,28.90
1765523795000,-0.01,0.59,0.41,0.84,-0.19,0.43,73.50,34.80
1765523795000,-0.54,-0.12,-0.26,0.40,0.61,-0.53,36.40,27.40
1765523795000,-0.37,0.34,-0.58,0.54,0.85,-0.32,70.60,29.60
1765523795000,-0.29,0.86,-0.23,-0.52,-0.30,-0.13,33.90,31.90
1765523795000,0.98,-0.19,0.05,-0.68,0.76,-0.59,23.00,32.40
1765523795000,-0.19,-0.44,0.15,-0.57,-0.44,-0.69,61.90,26.90
1765523795000,0.65,-0.39,-0.75,0.02,-0.19,-0.17,0.00,25.40
1765523795000,-0.31,-0.22,0.53,-0.09,0.17,-0.08,6.10,31.80
1765523795000,0.25,0.66,0.00,0.02,-0.93,-0.18,87.60,33.90
1765523796000,-0.09,0.43,-0.16,0.47,0.75,-0.45,26.60,34.20
1765523796000,0.16,-0.57,0.47,0.49,0.27,0.47,5.40,29.80
1765523796000,0.77,0.59,-0.60,-0.53,-0.97,0.01,91.50,27.90
1765523796000,-0.81,0.67,0.83,0.79,-0.51,-0.41,42.00,29.00
1765523796000,-0.97,0.04,-0.61,0.30,0.59,-0.43,37.40,27.70
1765523796000,0.01,0.21,0.28,-0.72,-0.79,0.34,52.80,30.00
1765523796000,-0.07,0.68,0.97,-0.51,-0.79,-0.36,77.80,34.30
1765523796000,-0.69,0.61,0.72,-0.67,0.72,0.92,52.50,27.70
1765523796000,-0.52,0.65,-0.43,0.59,0.74,0.84,53.80,32.50
1765523796000,0.05,-0.34,-0.45,-0.22,-0.99,0.84,22.90,29.60
1765523796000,0.04,0.78,-0.05,0.26,-0.57,-0.75,51.90,27.60
1765523796000,0.38,-0.57,-0.89,-0.37,-0.65,0.37,19.00,28.50
1765523796000,-0.46,-0.52,0.94,0.80,-0.68,0.32,25.60,33.90
1765523796000,0.50,-0.37,0.68,0.51,-0.53,0.49,35.00,25.40
1765523796000,0.27,0.97,-0.70,0.22,0.75,0.01,54.90,26.30
1765523796000,0.44,0.12,0.76,0.79,-0.99,0.19,16.60,25.70
1765523796000,0.19,0.60,0.88,0.03,-0.08,-0.56,39.20,34.40
1765523796000,-0.41,0.12,-0.02,-0.41,-0.39,-0.52,96.30,29.10
1765523796000,0.97,0.45,-0.37,0.72,-0.54,0.64,23.80,34.00
1765523796000,-0.23,0.66,0.21,-0.70,-0.15,-0.13,23.80,25.40
1765523797000,0.99,-0.74,0.07,-0.57,-0.78,-0.48,3.70,33.10
1765523797000,0.16,0.35,-0.08,0.30,0.35,-0.45,87.10,28.30
1765523797000,-1.00,-0.14,0.05,-0.54,-0.97,0.43,78.80,33.00
1765523797000,0.10,-0.39,-0.38,0.95,0.00,0.00,35.20,34.90
1765523797000,0.26,-0.89,-0.06,0.00,-0.37,0.32,53.40,28.20
1765523797000,-0.33,-0.74,-0.86,-0.97,-0.18,-0.63,33.60,28.40
1765523797000,0.23,0.93,-0.67,0.26,0.37,-0.79,95.80,29.70
1765523797000,-0.65,-0.79,0.94,-0.13,0.21,0.46,53.90,25.00
1765524053000,0.58,-0.67,-0.48,0.73,0.65,0.86,85.70,33.50
1765524053000,-0.87,-0.29,0.88,-0.53,0.08,-0.24,28.10,33.40
1765524053000,-0.31,0.14,0.10,0.58,-0.12,-0.79,60.50,32.50
1765524053000,-0.58,0.52,0.62,0.15,-0.50,0.01,86.70,25.80
1765524053000,0.35,0.20,0.34,-0.48,-0.42,0.91,63.70,32.10
1765524053000,-0.85,0.77,-0.30,0.23,-0.47,0.52,30.70,32.50
1765524053000,-0.82,0.70,0.85,0.06,0.91,0.43,58.10,33.50
1765524053000,-0.05,-0.04,0.00,0.45,0.49,0.20,10.60,33.40
1765524053000,-0.60,-0.60,-0.11,-0.02,0.83,0.26,32.20,34.80
1765524053000,0.04,0.92,-0.26,0.09,-0.04,0.33,33.60,26.50
1765524053000,0.03,0.22,-0.79,-0.54,-0.35,0.55,23.10,31.00
1765524053000,-0.97,-0.16,-0.43,0.52,-0.96,0.63,98.90,34.60
1765524053000,0.55,-0.22,-0.54,0.39,-0.96,0.68,68.90,31.00
1765524053000,0.13,0.15,0.22,-0.91,-0.51,-0.42,92.40,30.20
1765524054000,0.32,-0.02,0.99,0.97,-0.95,0.82,50.90,25.80
1765524054000,-0.34,0.19,0.12,-0.30,-0.18,0.01,6.60,34.00
1765524054000,0.79,0.13,-0.19,0.36,-0.67,0.70,74.80,34.80
1765524054000,-0.62,-0.30,0.08,-0.13,-0.19,0.84,43.90,26.30
1765524054000,-0.18,0.90,0.63,-0.61,0.73,-0.76,39.90,28.90
1765524054000,0.43,0.12,-0.38,0.78,-0.87,-0.20,52.00,29.50
1765524054000,0.45,-0.99,-0.67,0.79,0.23,0.81,87.70,31.10
1765524054000,-0.96,0.37,-0.52,-0.15,0.22,-0.60,25.00,30.60
1765524054000,-0.70,0.65,0.96,0.55,0.90,0.95,19.50,33.50
1765524054000,-0.41,-0.43,-0.85,-0.27,0.37,0.35,77.00,28.50
1765524054000,0.36,0.55,-0.86,-0.40,0.36,-0.57,37.30,34.20
1765524054000,0.33,-0.78,0.29,-0.45,-0.38,0.80,16.30,29.40
1765524054000,-0.03,0.59,-1.00,-0.13,0.07,0.47,32.50,31.60
1765524054000,-0.96,0.40,0.91,-0.07,-0.24,0.13,68.00,31.40
1765524054000,-0.32,-0.06,0.76,0.57,-0.10,0.50,24.90,27.30
1765524054000,0.24,0.79,-0.70,0.86,0.11,0.93,78.20,25.80
1765524054000,0.05,0.82,-0.52,0.64,0.29,0.25,8.20,33.50
1765524054000,-0.35,-0.74,0.31,-0.07,0.39,-0.89,61.00,25.80
1765524054000,-0.42,0.86,0.65,0.00,0.36,-0.86,67.50,31.00
1765524054000,0.45,0.05,0.98,-0.44,-0.50,0.81,21.70,25.70
1765524055000,0.15,-0.83,-0.77,0.97,0.42,0.06,3.40,25.70
1765524055000,0.32,0.65,-0.47,-0.29,0.29,-0.37,67.90,28.90
1765524055000,-0.51,0.96,-0.61,0.38,-0.89,0.14,75.00,25.80
1765524055000,0.71,0.49,0.65,0.73,-0.18,0.34,28.10,34.70
1765524055000,0.51,0.04,0.46,-0.07,0.62,0.81,5.20,29.60
1765524055000,0.46,0.05,0.18,-0.73,0.68,0.49,56.60,32.00
1765524055000,-0.02,-0.95,0.08,0.09,-0.29,-0.90,21.70,29.20
1765524055000,0.59,0.34,-0.84,-0.59,-0.80,-0.51,59.10,32.10
1765524055000,0.05,0.37,-0.84,-0.32,0.18,-0.31,31.40,26.70
1765524055000,0.74,0.84,0.96,-0.05,-0.14,0.63,61.70,33.40
1765524055000,0.20,-0.23,-0.55,0.92,-0.13,-0.86,58.60,34.90
1765524055000,0.01,0.54,-0.60,0.21,-0.97,0.83,24.50,25.90
1765524055000,-0.27,-0.39,0.29,0.43,0.30,0.95,71.20,30.70
